X,Y,OBJECTID,FULLNAME,NAME,ENTRANCENAME,ALIAS1,ALIAS2,JURISDICTION,ADDRESS,Address2,URL,PHONE,ARTSCENTER,BALLFIELDS,BOATRENTAL,CANOE,DISCGOLF,DOGPARK,ENVCTR,FISHING,GREENWAYACCESS,GYM,MULTIPURPOSEFIELD,OUTDOORBASKETBALL,PICNICSHELTER,PLAYGROUND,POOL,COMMUNITYCENTER,NEIGHBORHOODCENTER,TENNISCOURTS,TRACK,WALKINGTRAILS,RESTROOMS,Lat,Lon,Notes,AMUSEMENTTRAIN,CAROUSEL,TENNISCENTER,THEATER,BOCCE,HANDBALL,HORSESHOE,INLINESKATING,SANDVOLLEYBALL,SKATEPARK,ACTIVE_ADULT,BMXTRACK,BOATRIDE,LIBRARY,MUSEUM,TEEN,BIKING,LIVEANIMALS,GARDENS,EQUESTRIAN,VEHICLEENTRANCE,GREENWAYENTRANCE,PEDESTRIANENTRANCE,PARKINGSTREET,PARKINGLOT,CAMPING
-78.6980487396629,36.0423556975074,220,Falls Lake State Recreation Area - Beaverdam Lake Entrance,Falls Lake State Recreation Area - Beaverdam Lake Entrance,Beaverdam Lake Entrance,,,State of North Carolina,"14600 Creedmoor Rd, Wake Forest","14600 Creedmoor Rd, Wake Forest",https://www.ncparks.gov/falls-lake-state-recreation-area,919-676-1027,,,,Yes,,,,Yes,,,,,Yes,Yes,,,,,,Yes,Yes,,,,No,,,,,,,,,,,,,,,,Yes,,,,Yes,No,Yes,No,Yes,No
-78.6574577523278,36.0100294670916,221,Falls Lake State Recreation Area - Holly Point Entrance,Falls Lake State Recreation Area - Holly Point Entrance,Holly Point Entrance,,,State of North Carolina,14424 New Light Rd. Wake Forest,14424 New Light Rd. Wake Forest,https://www.ncparks.gov/falls-lake-state-recreation-area,919-676-1027,,,,Yes,,,,,,,,,Yes,Yes,,,,,,Yes,Yes,,,,No,,,Yes,,,,,,,,,,,,,No,,,,Yes,No,Yes,No,Yes,Yes
-78.6888420904097,36.0117014417533,222,Falls Lake State Recreation Area - Park Office Entrance,Falls Lake State Recreation Area - Park Office Entrance,Park Office Entrance,Hwy 50,,State of North Carolina,"13900 Creedmoor Road, Wake Forest","13900 Creedmoor Road, Wake Forest",https://www.ncparks.gov/falls-lake-state-recreation-area,(919) 676-1027,,,,Yes,,,,,,,,,Yes,,,,,,,Yes,Yes,,,,No,,,,,,,,,,,,,,,,No,,,,Yes,No,Yes,No,Yes,No
-78.6986073534012,36.0424095529932,223,Falls Lake State Recreation Area - Sandling Beach Rec Area Entrance,Falls Lake State Recreation Area - Sandling Beach Rec Area Entrance,Sandling Beach Rec Area Entrance,,,State of North Carolina,"14813 Creedmoor Rd, Wake Forest","14813 Creedmoor Rd, Wake Forest",https://www.ncparks.gov/falls-lake-state-recreation-area,(919) 676-1027,,,,,,,,,,,,,Yes,Yes,,,,,,Yes,Yes,,,,No,,,,,,,,,,,,,,,,No,,,,Yes,No,Yes,No,Yes,No
-78.6594162685303,35.9938162818429,224,Falls Lake State Recreation Area - Shinleaf Rec Area Entrance,Falls Lake State Recreation Area - Shinleaf Rec Area Entrance,Shinleaf Rec Area Entrance,,,State of North Carolina,"13708 New Light Road, Wake Forest","13708 New Light Road, Wake Forest",https://www.ncparks.gov/falls-lake-state-recreation-area,(919) 676-1027,,,,Yes,,,,,,,,,,,,,,,,Yes,Yes,,,,No,,,Yes,,,,,,,,,,,,,No,,,,Yes,No,Yes,No,Yes,Yes
-78.6147582923942,35.7836043695949,225,Fisher Street Park - N Fisher St Entrance,Fisher Street Park,N Fisher St Entrance,,,City of Raleigh,"324 N Fisher St, Raleigh, NC","324 N Fisher St, Raleigh, NC",https://raleighnc.gov/places/fisher-street-park,919-831-6640,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,35.78357255,-78.61453355,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,Yes,No,
-78.6343758494121,35.8072544145456,226,Five Points Center for Active Adults - E Whitaker Mill Rd Entrance,Five Points Center for Active Adults,E Whitaker Mill Rd Entrance,,,City of Raleigh,"2000 Noble Rd, Raleigh, NC","2000 Noble Rd, Raleigh, NC",https://raleighnc.gov/places/five-points-center-active-adults,919-996-4730,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,35.80838459,-78.63561983,,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,,,,Yes,No,Yes,No,Yes,
-78.6353240890637,35.8075644329868,227,Five Points Center for Active Adults - E Whitaker Mill Rd Entrance,Five Points Center for Active Adults,E Whitaker Mill Rd Entrance,,,City of Raleigh,"2000 Noble Rd, Raleigh, NC","2000 Noble Rd, Raleigh, NC",https://raleighnc.gov/places/five-points-center-active-adults,919-996-4730,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,35.80838459,-78.63561983,,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,,,,Yes,No,Yes,No,Yes,
-78.6357160681774,35.8089103245347,228,Five Points Center for Active Adults - Noble Rd Entrance,Five Points Center for Active Adults,Noble Rd Entrance,,,City of Raleigh,"2000 Noble Rd, Raleigh, NC","2000 Noble Rd, Raleigh, NC",https://raleighnc.gov/places/five-points-center-active-adults,919-996-4730,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,35.80838459,-78.63561983,,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,,,,Yes,No,Yes,No,Yes,
-78.8167618291046,35.5796615617207,229,Fleming Loop Recreation Park - Fleming Loop Rd Entrance,Fleming Loop Recreation Park,Fleming Loop Rd Entrance,,,Town of Fuquay-Varina,"301 Fleming Loop Road, Fuquay-Varina, NC","301 Fleming Loop Road, Fuquay-Varina, NC",http://www.fuquay-varina.org/departments-and-services/parks-recreation-and-cultural-resources/parks/fleming-loop-park.html,919-552-1430,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,35.580688,-78.816976,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,No,Yes,
-78.6562718788563,35.7865277933796,230,Forest Drive Park - E Forest Dr Entrance,Forest Drive Park,E Forest Dr Entrance,,,City of Raleigh,"321 East Forest Drive, Raleigh, NC",,,919-996-3285,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,No,,,,Yes,No,Yes,Yes,No,
-78.6552144072605,35.7873741104509,231,Forest Drive Park - Park Dr Entrance,Forest Drive Park,Park Dr Entrance,,,City of Raleigh,"321 East Forest Drive, Raleigh, NC",,,919-996-3285,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,No,,,,Yes,No,Yes,Yes,No,
-78.5790638399106,35.9661198663908,232,Forest Ridge Park - Old NC 98 Hwy Entrance,Forest Ridge Park,Old NC 98 Hwy Entrance,,,City of Raleigh,"2100 Old NC Hwy 98, Wake Forest, NC","2100 Old NC Hwy 98, Wake Forest, NC",https://raleighnc.gov/places/forest-ridge-park,,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,No,Yes,
-78.5554476976047,35.8713286527602,233,Fox Road Elementary School Park - Fox Rd Entrance,Fox Road Elementary School Park,Fox Rd Entrance,,,City of Raleigh,"7101 Fox Rd, Raleigh, NC","7101 Fox Rd, Raleigh, NC",http://www.wcpss.net/foxroades,(919) 850-8845,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,No,Yes,
-78.6509392863609,35.7918435522724,234,Fred Fletcher Park - Clay St Entrance,Fred Fletcher Park,Clay St Entrance,Borden Building,,City of Raleigh,"805 Washington St, Raleigh, NC","805 Washington St, Raleigh, NC",https://raleighnc.gov/places/fred-fletcher-park,919-831-6640,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,35.79283274,-78.64961959,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,No,Yes,
-78.6513774081458,35.7918536091838,235,Fred Fletcher Park - Pedestrian Entrance,Fred Fletcher Park,Pedestrian Entrance,Borden Building,,City of Raleigh,"805 Washington St, Raleigh, NC","805 Washington St, Raleigh, NC",https://raleighnc.gov/places/fred-fletcher-park,919-831-6640,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,35.79283274,-78.64961959,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,No,Yes,No,No,
-78.6499904579674,35.7939335309437,236,Fred Fletcher Park - Pedestrian Entrance,Fred Fletcher Park,Pedestrian Entrance,Borden Building,,City of Raleigh,"805 Washington St, Raleigh, NC","805 Washington St, Raleigh, NC",https://raleighnc.gov/places/fred-fletcher-park,919-831-6640,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,35.79283274,-78.64961959,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,No,Yes,No,No,
-78.6469475437808,35.7923931550844,237,Fred Fletcher Park - Pedestrian Entrance,Fred Fletcher Park,Pedestrian Entrance,Borden Building,,City of Raleigh,"805 Washington St, Raleigh, NC","805 Washington St, Raleigh, NC",https://raleighnc.gov/places/fred-fletcher-park,919-831-6640,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,35.79283274,-78.64961959,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,No,Yes,No,No,
-78.6479686787441,35.7933090942562,238,Fred Fletcher Park - Pedestrian Entrance,Fred Fletcher Park,Pedestrian Entrance,Borden Building,,City of Raleigh,"805 Washington St, Raleigh, NC","805 Washington St, Raleigh, NC",https://raleighnc.gov/places/fred-fletcher-park,919-831-6640,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,35.79283274,-78.64961959,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,No,Yes,No,No,
-78.647386859018,35.79301209866,239,Fred Fletcher Park - Pedestrian Entrance,Fred Fletcher Park,Pedestrian Entrance,Borden Building,,City of Raleigh,"805 Washington St, Raleigh, NC","805 Washington St, Raleigh, NC",https://raleighnc.gov/places/fred-fletcher-park,919-831-6640,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,35.79283274,-78.64961959,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,No,Yes,No,No,
-78.6486812832121,35.791550134359,240,Fred Fletcher Park - Pedestrian Entrance,Fred Fletcher Park,Pedestrian Entrance,Borden Building,,City of Raleigh,"805 Washington St, Raleigh, NC","805 Washington St, Raleigh, NC",https://raleighnc.gov/places/fred-fletcher-park,919-831-6640,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,35.79283274,-78.64961959,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,No,Yes,No,No,
-78.6517790456236,35.7931792606077,241,Fred Fletcher Park - Washington St Entrance,Fred Fletcher Park,Washington St Entrance,Borden Building,,City of Raleigh,"805 Washington St, Raleigh, NC","805 Washington St, Raleigh, NC",https://raleighnc.gov/places/fred-fletcher-park,919-831-6640,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,35.79283274,-78.64961959,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,No,Yes,
-78.8217674512036,35.7753838092657,242,Fred G. Bond Metro Park - Greenway Entrance,Fred G. Bond Metro Park,Greenway Entrance,,,Town of Cary,"801 High House Road, Cary, NC","801 High House Road, Cary, NC",http://www.townofcary.org/Departments/Parks__Recreation___Cultural_Resources/Parks_and_Greenways/Parks/Fred_G__Bond_Metro_Park.htm,,No,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,No,No,Yes,Yes,35.790665,-78.833094,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,Yes,Yes,No,No,
-78.8200862485252,35.7787403399638,243,Fred G. Bond Metro Park - Greenway Entrance,Fred G. Bond Metro Park,Greenway Entrance,,,Town of Cary,"801 High House Road, Cary, NC","801 High House Road, Cary, NC",http://www.townofcary.org/Departments/Parks__Recreation___Cultural_Resources/Parks_and_Greenways/Parks/Fred_G__Bond_Metro_Park.htm,,No,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,No,No,Yes,Yes,35.790665,-78.833094,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,Yes,Yes,No,No,
-78.8302632815202,35.7812668553891,244,Fred G. Bond Metro Park - Greenway Entrance,Fred G. Bond Metro Park,Greenway Entrance,,,Town of Cary,"801 High House Road, Cary, NC","801 High House Road, Cary, NC",http://www.townofcary.org/Departments/Parks__Recreation___Cultural_Resources/Parks_and_Greenways/Parks/Fred_G__Bond_Metro_Park.htm,,No,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,No,No,Yes,Yes,35.790665,-78.833094,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,Yes,Yes,No,No,
-78.8316534444772,35.7806696325593,245,Fred G. Bond Metro Park - Greenway Entrance,Fred G. Bond Metro Park,Greenway Entrance,,,Town of Cary,"801 High House Road, Cary, NC","801 High House Road, Cary, NC",http://www.townofcary.org/Departments/Parks__Recreation___Cultural_Resources/Parks_and_Greenways/Parks/Fred_G__Bond_Metro_Park.htm,,No,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,No,No,Yes,Yes,35.790665,-78.833094,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,Yes,Yes,No,No,
-78.8215541119289,35.7761748853735,246,Fred G. Bond Metro Park - Greenway Entrance,Fred G. Bond Metro Park,Greenway Entrance,,,Town of Cary,"801 High House Road, Cary, NC","801 High House Road, Cary, NC",http://www.townofcary.org/Departments/Parks__Recreation___Cultural_Resources/Parks_and_Greenways/Parks/Fred_G__Bond_Metro_Park.htm,,No,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,No,No,Yes,Yes,35.790665,-78.833094,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,Yes,Yes,No,No,
-78.821529612041,35.7855589430447,247,Fred G. Bond Metro Park - High House Rd Entrance,Fred G. Bond Metro Park,High House Rd Entrance,,,Town of Cary,"801 High House Road, Cary, NC","801 High House Road, Cary, NC",http://www.townofcary.org/Departments/Parks__Recreation___Cultural_Resources/Parks_and_Greenways/Parks/Fred_G__Bond_Metro_Park.htm,,No,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,No,No,Yes,Yes,35.790665,-78.833094,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,No,Yes,
-78.8250118257979,35.7863878770502,248,Fred G. Bond Metro Park - High House Rd Entrance,Fred G. Bond Metro Park,High House Rd Entrance,,,Town of Cary,"801 High House Road, Cary, NC","801 High House Road, Cary, NC",http://www.townofcary.org/Departments/Parks__Recreation___Cultural_Resources/Parks_and_Greenways/Parks/Fred_G__Bond_Metro_Park.htm,,No,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,No,No,Yes,Yes,35.790665,-78.833094,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,No,Yes,
-78.8284175037299,35.7724973301966,249,Fred G. Bond Metro Park - Pedestrian Entrance,Fred G. Bond Metro Park,Pedestrian Entrance,,,Town of Cary,"801 High House Road, Cary, NC","801 High House Road, Cary, NC",http://www.townofcary.org/Departments/Parks__Recreation___Cultural_Resources/Parks_and_Greenways/Parks/Fred_G__Bond_Metro_Park.htm,,No,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,No,No,Yes,Yes,35.790665,-78.833094,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,No,Yes,No,No,
-78.8261234198948,35.7742242119194,250,Fred G. Bond Metro Park - Pedestrian Entrance,Fred G. Bond Metro Park,Pedestrian Entrance,,,Town of Cary,"801 High House Road, Cary, NC","801 High House Road, Cary, NC",http://www.townofcary.org/Departments/Parks__Recreation___Cultural_Resources/Parks_and_Greenways/Parks/Fred_G__Bond_Metro_Park.htm,,No,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,No,No,Yes,Yes,35.790665,-78.833094,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,No,Yes,No,No,
-78.8309253141033,35.7876501580646,251,Fred G. Bond Metro Park - Pedestrian Entrance,Fred G. Bond Metro Park,Pedestrian Entrance,,,Town of Cary,"801 High House Road, Cary, NC","801 High House Road, Cary, NC",http://www.townofcary.org/Departments/Parks__Recreation___Cultural_Resources/Parks_and_Greenways/Parks/Fred_G__Bond_Metro_Park.htm,,No,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,No,No,Yes,Yes,35.790665,-78.833094,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,No,Yes,No,No,
-78.8043987123844,35.5825213754528,252,Fuquay-Varina Downtown Dog Park - Woodland Dr Entrance,Fuquay-Varina Downtown Dog Park,Woodland Dr Entrance,,,Town of Fuquay-Varina,"110 Woodland Drive, Fuquay-Varina, NC","110 Woodland Drive, Fuquay-Varina, NC",http://www.fuquay-varina.org/departments-and-services/parks-recreation-and-cultural-resources/parks/dog-park.html,919-552-1430,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,35.583051,-78.804481,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,No,Yes,
-78.7564356924167,35.6041060148272,253,Fuquay-Varina Elementary School Park - Johnson Pond Rd Entrance,Fuquay-Varina Elementary School Park,Johnson Pond Rd Entrance,,,Town of Fuquay-Varina,"6600 Johnson Pond Rd, Fuquay-Varina, NC","6600 Johnson Pond Rd, Fuquay-Varina, NC",http://www.wcpss.net/fuquayvarinaes,(919) 557-2566,,,,,,,,,,,Yes,Yes,,Yes,,,,,,,,,,,No,,,,,,,,,,,,,,,,No,,,,Yes,No,Yes,No,Yes,
-78.7958806081321,35.5967495257258,254,Fuquay-Varina High School Tennis Courts - Bengal Blvd Entrance,Fuquay-Varina High School Tennis Courts,Bengal Blvd Entrance,,,Town of Fuquay-Varina,"201 Bengal Blvd., Fuquay-Varina, NC","201 Bengal Blvd., Fuquay-Varina, NC",http://www.fuquay-varina.org/departments-and-services/parks-recreation-and-cultural-resources/parks/fvhs-tennis-courts.html,919-552-1430,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,35.599922,-78.792503,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,No,Yes,
-78.7959741776213,35.5986364661674,255,Fuquay-Varina High School Tennis Courts - Pedestrian Entrance,Fuquay-Varina High School Tennis Courts,Pedestrian Entrance,,,Town of Fuquay-Varina,"201 Bengal Blvd., Fuquay-Varina, NC","201 Bengal Blvd., Fuquay-Varina, NC",http://www.fuquay-varina.org/departments-and-services/parks-recreation-and-cultural-resources/parks/fvhs-tennis-courts.html,919-552-1430,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,35.599922,-78.792503,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,No,Yes,No,No,
-78.7970910159453,35.5828489517612,256,Fuquay-Varina Museums at Ashworth Park - Pedestrian Entrance,Fuquay-Varina Museums at Ashworth Park,Pedestrian Entrance,,,Town of Fuquay-Varina,"131 South Fuquay Avenue, Fuquay-Varina, NC","131 South Fuquay Avenue, Fuquay-Varina, NC",http://www.fuquay-varina.org/Facilities/Facility/Details/FuquayVarina-Museums-at-Ashworth-Park-14,919-552-1430,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,,,Fuquay-Varina Town Museum adjacent to park,No,,,,,,,,,,,,,,,,No,,,,No,No,Yes,No,No,
-78.7970839595404,35.5835020165578,257,Fuquay-Varina Museums at Ashworth Park - Pedestrian Entrance,Fuquay-Varina Museums at Ashworth Park,Pedestrian Entrance,,,Town of Fuquay-Varina,"131 South Fuquay Avenue, Fuquay-Varina, NC","131 South Fuquay Avenue, Fuquay-Varina, NC",http://www.fuquay-varina.org/Facilities/Facility/Details/FuquayVarina-Museums-at-Ashworth-Park-14,919-552-1430,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,,,Fuquay-Varina Town Museum adjacent to park,No,,,,,,,,,,,,,,,,No,,,,No,No,Yes,No,No,
-78.7981838214719,35.5831199984916,258,Fuquay-Varina Museums at Ashworth Park - S Fuquay Ave Entrance,Fuquay-Varina Museums at Ashworth Park,S Fuquay Ave Entrance,,,Town of Fuquay-Varina,"131 South Fuquay Avenue, Fuquay-Varina, NC","131 South Fuquay Avenue, Fuquay-Varina, NC",http://www.fuquay-varina.org/Facilities/Facility/Details/FuquayVarina-Museums-at-Ashworth-Park-14,919-552-1430,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,,,Fuquay-Varina Town Museum adjacent to park,No,,,,,,,,,,,,,,,,No,,,,Yes,No,Yes,No,Yes,
-78.7981880596126,35.5835577010722,259,Fuquay-Varina Museums at Ashworth Park - S Fuquay Ave Entrance,Fuquay-Varina Museums at Ashworth Park,S Fuquay Ave Entrance,,,Town of Fuquay-Varina,"131 South Fuquay Avenue, Fuquay-Varina, NC","131 South Fuquay Avenue, Fuquay-Varina, NC",http://www.fuquay-varina.org/Facilities/Facility/Details/FuquayVarina-Museums-at-Ashworth-Park-14,919-552-1430,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,,,Fuquay-Varina Town Museum adjacent to park,No,,,,,,,,,,,,,,,,No,,,,Yes,No,Yes,No,Yes,
-78.7999928106797,35.5803098703385,260,Fuquay Mineral Spring Park - Pedestrian Entrance,Fuquay Mineral Spring Park,Pedestrian Entrance,,,Town of Fuquay-Varina,"105 West Spring Street, Fuquay-Varina, NC","105 West Spring Street, Fuquay-Varina, NC",http://www.fuquay-varina.org/departments-and-services/parks-recreation-and-cultural-resources/parks/fuquay-mineral-spring-park.html,919-552-1430,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,35.580356,-78.800427,Picnic Tables (not sheltered),No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,No,Yes,No,No,
-78.7999107683407,35.5796457260113,261,Fuquay Mineral Spring Park - Pedestrian Entrance,Fuquay Mineral Spring Park,Pedestrian Entrance,,,Town of Fuquay-Varina,"105 West Spring Street, Fuquay-Varina, NC","105 West Spring Street, Fuquay-Varina, NC",http://www.fuquay-varina.org/departments-and-services/parks-recreation-and-cultural-resources/parks/fuquay-mineral-spring-park.html,919-552-1430,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,35.580356,-78.800427,Picnic Tables (not sheltered),No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,No,Yes,No,No,
-78.8007912342157,35.579212005048,262,Fuquay Mineral Spring Park - Spring Ave Entrance,Fuquay Mineral Spring Park,Spring Ave Entrance,,,Town of Fuquay-Varina,"105 West Spring Street, Fuquay-Varina, NC","105 West Spring Street, Fuquay-Varina, NC",http://www.fuquay-varina.org/departments-and-services/parks-recreation-and-cultural-resources/parks/fuquay-mineral-spring-park.html,919-552-1430,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,35.580356,-78.800427,Picnic Tables (not sheltered),No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,No,Yes,
-78.8004107577318,35.5789634797055,263,Fuquay Mineral Spring Park - Sunset Dr Entrance,Fuquay Mineral Spring Park,Sunset Dr Entrance,,,Town of Fuquay-Varina,"105 West Spring Street, Fuquay-Varina, NC","105 West Spring Street, Fuquay-Varina, NC",http://www.fuquay-varina.org/departments-and-services/parks-recreation-and-cultural-resources/parks/fuquay-mineral-spring-park.html,919-552-1430,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,35.580356,-78.800427,Picnic Tables (not sheltered),No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,No,Yes,
-78.6269313421414,35.6986949755286,264,Garner Jaycee Park - Pedestrian Entrance,Garner Jaycee Park,Pedestrian Entrance,,,Town of Garner,"1300 Vandora Springs Road, Garner NC, 27529","1300 Vandora Springs Road, Garner NC, 27529",http://www.garnernc.gov/Departments/Parks%20and%20Recreation/Parks.aspx?ID=18,919-773-4445,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,35.69907,-78.628396,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,No,Yes,No,No,
-78.6284956121111,35.7007698805607,265,Garner Jaycee Park - Pedestrian Entrance,Garner Jaycee Park,Pedestrian Entrance,,,Town of Garner,"1300 Vandora Springs Road, Garner NC, 27529","1300 Vandora Springs Road, Garner NC, 27529",http://www.garnernc.gov/Departments/Parks%20and%20Recreation/Parks.aspx?ID=18,919-773-4445,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,35.69907,-78.628396,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,No,Yes,No,No,
-78.630437878097,35.6985121901347,266,Garner Jaycee Park - Vandora Springs Rd Entrance,Garner Jaycee Park,Vandora Springs Rd Entrance,,,Town of Garner,"1300 Vandora Springs Road, Garner NC, 27529","1300 Vandora Springs Road, Garner NC, 27529",http://www.garnernc.gov/Departments/Parks%20and%20Recreation/Parks.aspx?ID=18,919-773-4445,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,35.69907,-78.628396,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,No,Yes,
-78.6037354041833,35.7108952290062,267,Garner Recreational Park - Creech Rd Entrance,Garner Recreational Park,Creech Rd Entrance,,,Town of Garner,"221 East Garner Road, Garner NC, 27529","221 East Garner Road, Garner NC, 27529",http://www.garnernc.gov/Departments/Parks%20and%20Recreation/Parks.aspx?ID=5,919-773-4443,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,Yes,Yes,35.709444,-78.602809,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,No,Yes,
